landowner,tree_farm,stand,trt,date,subplot,subplot_code,lat,long,elev,time,temp,hum,weather,canopy_cov,dwd_cov,veg_cov,fwd_cov,up_bearing,down_bearing,litter_1,litter_2,litter_3,moist_1,us_1,moist_2,us_2,moist_3,us_3,soil_moist_avg,litter_avg
BLM,SP,29121,UU,5/15/2023,4,BLM29121_UU_04,44.661262,122.695281,1368,12:20,74.8,51.8,S,3,2,2,2,285,105,2,2,2,15.9,1.366,12.7,1.314,27.7,1.544,18.76666667,2
BLM,SP,29121,UU,5/15/2023,5,BLM29121_UU_05,44.66112,122.69516,1322,12:55,75.7,59.2,S,4,2,4,2,255,75,1,1,1,18.2,1.403,19.6,1.424,20.3,1.434,19.36666667,1
BLM,SP,29121,UU,5/15/2023,6,BLM29121_UU_06,44.66084,122.6958,1325,12:25,76.7,45.7,S,4,1,3,2,279,99,1,1,1,19.9,1.429,29.8,1.585,18.5,1.407,22.73333333,1
BLM,SP,29121,UU,5/15/2023,7,BLM29121_UU_07,44.66069,122.696,1331,12:00,75.5,57.2,S,4,2,4,2,290,110,1,1,2,17.9,1.397,24.4,1.498,22.4,1.467,21.56666667,1.333333333
BLM,SP,29122,UU,5/16/2023,1,BLM29122_UU_01,44.65305,122.6896,1480,11:40,65.2,72.4,S,4,2,3,2,180,0,0.5,0.5,0.25,20.7,1.441,30.6,1.597,29.5,1.579,26.93333333,0.416666667
BLM,SP,29122,UU,5/16/2023,2,BLM29122_UU_02,44.65262,122.68983,1504,12:10,68.2,64.5,S,3,2,2,3,180,0,0.5,1,1,18.1,1.4,12.4,1.309,16.9,1.382,15.8,0.833333333
BLM,SP,29122,UU,5/16/2023,3,BLM29122_UU_03,44.652851,122.689871,1520,11:55,66.3,69.8,S,4,1,2,2,106,286,1,1,1,25.8,1.52,21.4,1.451,22.9,1.475,23.36666667,1
BLM,SP,29122,UU,5/16/2023,4,BLM29122_UU_04,44.653111,122.690088,1490,12:20,67.5,72.9,S,3,1,2,2,120,200,1,1,1,25.6,1.517,16.5,1.376,26.8,1.536,22.96666667,1
BLM,SP,29122,UU,5/16/2023,5,BLM29122_UU_05,44.6533,122.68935,1472,12:55,69.6,69.9,S,4,1,3,2,183,3,3,4,2,35.1,1.672,33.3,1.642,25.5,1.516,31.3,3
BLM,SP,29122,UU,5/16/2023,6,BLM29122_UU_06,44.65313,122.6893,1486,12:30,67.6,65.4,S,4,2,3,2,170,350,0,0,2,23.1,1.478,22.3,1.465,19.7,1.425,21.7,0.666666667
BLM,SP,29122,UU,5/16/2023,7,BLM29122_UU_07,44.65271,122.68942,1505,12:05,68.4,63.3,S,4,1,2,2,180,0,2,1,1,16.1,1.369,21.9,1.46,17.6,1.394,18.53333333,1.333333333
BLM,SP,29123,UU,5/16/2023,1,BLM29123_UU_01,44.65113,122.69785,1384,8:40,57.4,84.1,S,3,1,4,2,120,300,0.5,1,6,27.8,1.552,26.4,1.529,31.1,1.604,28.43333333,2.5
BLM,SP,29123,UU,5/16/2023,2,BLM29123_UU_02,44.65093,122.69223,1410,9:05,58.1,82.2,S,2,1,4,2,120,300,1,1,2,28,1.555,27.7,1.549,23.9,1.491,26.53333333,1.333333333
BLM,SP,29123,UU,5/16/2023,3,BLM29123_UU_03,44.651,122.69781,1380,9:10,58.9,76.1,S,3,1,4,1,100,280,1,1,0.5,22.5,1.468,20.5,1.439,16.3,1.373,19.76666667,0.833333333
BLM,SP,29123,UU,5/16/2023,4,BLM29123_UU_04,44.65096,122.69821,1380,9:35,59.3,79.1,S,4,1,4,1,114,294,2,2,2,24.7,1.503,28.2,1.557,23.9,1.491,25.6,2
BLM,SP,29123,UU,5/16/2023,5,BLM29123_UU_05,44.651247,122.69791,1405,9:45,62.2,78.7,S,3,1,4,1,112,292,2,4,3,24.6,1.501,25.5,1.516,29.7,1.581,26.6,3
BLM,SP,29123,UU,5/16/2023,6,BLM29123_UU_06,44.651466,122.697443,1400,9:20,60.8,78.6,S,2,1,4,1,110,290,3,1.5,1.5,24.6,1.502,29.5,1.579,20.7,1.441,24.93333333,2
BLM,SP,29123,UU,5/16/2023,7,BLM29123_UU_07,44.651337,122.697429,1388,9:00,57.6,83.3,S,3,1,4,1,100,280,0.5,3,3,31.1,1.605,26.7,1.535,27.2,1.542,28.33333333,2.166666667
WY,SP,21026,HU,5/17/2023,1,WY21026_HU_01,44.64622,122.60661,3258,9:00,69.6,50,S,0,2,1,3,180,0,2,3,2,12.8,1.317,13.2,1.322,19.5,1.432,15.16666667,2.333333333
WY,SP,21026,HU,5/17/2023,2,WY21026_HU_02,44.64594,122.60679,3285,9:25,69.9,46.8,S,0,1,1,4,175,355,4,0.25,3,30.9,1.603,10,1.27,18.7,1.411,19.86666667,2.416666667
WY,SP,21026,HU,5/17/2023,3,WY21026_HU_03,44.64612,122.60706,3280,9:20,74,50,S,0,1,1,4,150,330,0.25,0.25,0,10.1,1.272,7.9,1.233,20.7,1.441,12.9,0.166666667
WY,SP,21026,HU,5/17/2023,4,WY21026_HU_04,44.64648,122.6069,3246,9:45,73,50.7,S,0,1,1,4,170,350,0,0,0,16.5,1.376,5.1,1.182,14.4,1.342,12,0
WY,SP,21026,HU,5/17/2023,5,WY21026_HU_05,44.646569,122.606545,3225,10:05,73,51.8,S,0,2,1,3,166,346,0.25,8,10,21.8,1.458,15.8,1.364,18.7,1.411,18.76666667,6.083333333
WY,SP,21026,HU,5/17/2023,6,WY21026_HU_06,44.646329,122.606207,3254,9:45,72,51.7,S,0,1,1,3,170,350,2,2,0,22.4,1.486,13.3,1.325,6.5,1.209,14.06666667,1.333333333
WY,SP,21026,HU,5/17/2023,7,WY21026_HU_07,44.646013,122.606408,3280,9:20,70.3,53.7,S,0,2,1,3,120,300,7,2,1,14.8,1.348,17.2,1.387,30.3,1.591,20.76666667,3.333333333
WY,SP,21159,HU,5/17/2023,1,WY21159_HU_01,44.6489,122.62019,2904,12:08,81.8,44.1,S,0,1,2,2,15,195,0,0,0,16.1,1.369,4.7,1.176,6.8,1.215,9.2,0
WY,SP,21159,HU,5/17/2023,2,WY21159_HU_02,44.64916,122.62005,2930,12:30,82.8,42.2,S,0,2,2,2,15,195,0,0,0,10.2,1.273,11.7,1.298,18.5,1.407,13.46666667,0
WY,SP,21159,HU,5/17/2023,3,WY21159_HU_03,44.648923,122.619781,2926,12:20,79,47.1,S,0,1,1,1,330,150,0,0,0,15.1,1.354,5.8,1.196,24.2,1.495,15.03333333,0
WY,SP,21159,HU,5/17/2023,4,WY21159_HU_04,44.648653,122.619911,2875,12:35,82.8,46.7,S,0,2,1,3,350,170,6,4,4,64.8,2.257,54.4,2.081,22.4,1.467,47.2,4.666666667
WY,SP,21159,HU,5/17/2023,5,WY21159_HU_05,44.64862,122.62041,2863,13:10,81,46.2,S,0,1,1,3,22,202,4,0,0.25,14.7,1.347,23.4,1.483,15,1.352,17.7,1.416666667
WY,SP,21159,HU,5/17/2023,6,WY21159_HU_06,44.64889,122.62066,2874,12:45,80,45.2,S,0,1,3,2,20,200,0,0,4,11.3,1.292,12.4,1.309,19.9,1.429,14.53333333,1.333333333
WY,SP,21159,HU,5/17/2023,7,WY21159_HU_07,44.64915,122.6205,2906,12:25,82.1,50.7,S,0,3,2,1,27,207,0,6,0,9.8,1.266,22.5,1.469,13.2,1.322,15.16666667,2
BLM,SP,29429,UU,5/18/2023,1,BLM29429_UU_01,44.63895,122.67381,1641,12:20,65.5,70.2,S,2,1,3,2,85,265,4,2,3,21,1.446,23.1,1.478,28.1,1.556,24.06666667,3
BLM,SP,29429,UU,5/18/2023,2,BLM29429_UU_02,44.6389,122.67315,1670,12:25,67.5,71.5,S,1,1,4,1,80,260,2,1,2,21,1.446,17.4,1.389,29.4,1.577,17.76666667,1.666666667
BLM,SP,29429,UU,5/18/2023,3,BLM29429_UU_03,44.63883,122.67349,1660,12:47,67.7,71,S,1,1,4,1,80,260,1,0.25,2,20.3,1.434,15.3,1.356,17.7,1.395,20.2,1.083333333
BLM,SP,29429,UU,5/18/2023,4,BLM29429_UU_04,44.63874,122.67392,1610,13:07,71.6,63,S,1,1,3,1,80,260,0.25,0.25,2,21.8,1.458,17.9,1.398,20.9,1.444,17.53333333,0.833333333
BLM,SP,29429,UU,5/18/2023,5,BLM29429_UU_05,44.639,122.674,1628,12:45,65.6,68,S,3,1,4,2,70,250,0,1,4,15.2,1.355,19.5,1.423,17.9,1.399,17.53333333,1.666666667
BLM,SP,29429,UU,5/18/2023,6,BLM29429_UU_06,44.639345,122.673773,1627,12:50,69.1,67.2,S,2,2,4,2,50,230,3,4,6,15.8,1.364,19.1,1.416,24.6,1.501,19.83333333,4.333333333
BLM,SP,29429,UU,5/18/2023,7,BLM29429_UU_07,44.639316,122.673474,1612,12:30,67.4,73.1,S,2,1,4,2,11,191,2,3,2,13,1.32,22.1,1.463,24.1,1.493,19.73333333,2.333333333
BLM,SP,29889,UU,5/18/2023,1,BLM29889_UU_01,44.637141,122.662706,1752,8:15,58.6,82.2,S,2,2,4,2,55,235,1,0,2,17.8,1.396,22.9,1.475,29.9,1.587,23.53333333,1
BLM,SP,29889,UU,5/18/2023,2,BLM29889_UU_02,44.637359,122.66255,1773,8:40,57.8,83.5,S,2,3,2,2,55,235,0,2,2,17.7,1.395,18.7,1.409,30.6,1.597,22.33333333,1.333333333
BLM,SP,29889,UU,5/18/2023,3,BLM29889_UU_03,44.637,122.66254,1749,8:45,61.1,71.7,S,3,1,2,3,70,250,1,1,0.5,18.2,1.403,20.4,1.435,36.5,1.698,25.03333333,0.833333333
BLM,SP,29889,UU,5/18/2023,4,BLM29889_UU_04,44.63689,122.66293,1741,9:15,59.6,75.8,S,1,1,3,2,40,220,3,1,0.5,25.3,1.512,32.6,1.631,23.8,1.489,27.23333333,1.5
BLM,SP,29889,UU,5/18/2023,5,BLM29889_UU_05,44.63709,122.66341,1752,9:40,59.1,82.1,S,1,1,3,2,60,240,1,1,1,18.4,1.405,23.1,1.478,19.3,1.418,20.26666667,1
BLM,SP,29889,UU,5/18/2023,6,BLM29889_UU_06,44.63729,122.66327,1707,8:40,59.6,76.9,S,2,3,3,3,60,240,3,1,1,21.9,1.459,13.9,1.336,22.7,1.472,19.5,1.666666667
BLM,SP,29889,UU,5/18/2023,7,BLM29889_UU_07,44.63744,122.66298,1730,9:10,60.3,77.5,S,1,1,4,2,60,240,0.5,2,0.5,17.6,1.392,29.2,1.574,22.2,1.464,23,1
WY,CL,10024,BS,5/22/2023,1,WY10024_BS_01,45.086566,122.438395,858,8:20,55.1,68.4,C,0,2,4,1,294,114,0,0,0,7.3,1.223,5.8,1.196,17.4,1.395,10.16666667,0
WY,CL,10024,BS,5/22/2023,2,WY10024_BS_02,45.086666,122.438834,875,8:50,53.9,69.4,C,0,1,4,2,284,104,0,0,0,8.8,1.251,6.3,1.206,3.5,1.152,6.2,0
WY,CL,10024,BS,5/22/2023,3,WY10024_BS_03,45.08683,122.43839,862,8:55,57.8,61.1,C,0,2,2,3,275,95,0,0,0,0,1.042,0,1.036,0,1.057,0,0
WY,CL,10024,BS,5/22/2023,4,WY10024_BS_04,45.08679,122.43792,847,9:25,56.5,64.1,C,0,1,2,3,250,70,1,0,0,8.6,1.247,2.5,1.13,3.1,1.143,45,0.333333333
WY,CL,10024,BS,5/22/2023,5,WY10024_BS_05,45.08652,122.43789,848,9:33,57.8,58.5,C,0,2,3,4,270,90,0,0,0,4.2,1.164,3.4,1.148,6.1,1.202,4.566666667,0
WY,CL,10024,BS,5/22/2023,6,WY10024_BS_06,45.08632,122.43806,827,9:09,58.8,58.8,C,0,2,4,4,270,90,0,0.5,1,9.9,1.268,7.4,1.225,18.9,1.414,12.06666667,0.5
WY,CL,10024,BS,5/22/2023,7,WY10024_BS_07,45.08622,122.43843,830,8:42,58.1,63.3,C,0,2,3,3,270,90,0,1,4,8.5,1.244,20.8,1.442,27.1,1.541,18.8,1.666666667
ODF,NC,12351,BU,5/23/2023,1,ODF12351_BU_01,44.8117,122.609689,1492,12:55,68.2,48.6,S,1,2,4,1,280,100,0,0.5,0,9.2,1.257,18,1.399,10.8,1.285,12.66666667,0.166666667
ODF,NC,12351,BU,5/23/2023,2,ODF12351_BU_02,44.811752,122.610129,1561,13:20,70.9,42.2,S,1,1,4,1,318,138,0,0,1,4.4,1.169,9.4,1.259,7.6,1.229,7.133333333,0.333333333
ODF,NC,12351,BU,5/23/2023,3,ODF12351_BU_03,44.81202,122.60973,1534,13:15,65.3,43.4,S,1,1,4,1,270,90,0,0,0,10.2,1.273,7,1.218,9.8,1.267,9,0
ODF,NC,12351,BU,5/23/2023,4,ODF12351_BU_04,44.81182,122.60931,1511,13:44,64.3,42.8,S,1,1,4,1,270,90,0,0,0,6.5,1.208,7.9,1.234,9.4,1.26,7.933333333,0
ODF,NC,12351,BU,5/23/2023,5,ODF12351_BU_05,44.81161,122.60931,1510,14:10,67,45.1,S,1,2,4,1,270,90,1,0,0,8.3,1.241,11.8,1.301,9.7,1.266,9.933333333,0.333333333
ODF,NC,12351,BU,5/23/2023,6,ODF12351_BU_06,44.81144,122.60959,1518,14:00,64.3,35.3,S,2,1,4,1,290,110,0,0,0,9.3,1.258,15.2,1.355,12.5,1.312,12.33333333,0
ODF,NC,12351,BU,5/23/2023,7,ODF12351_BU_07,44.81153,122.61016,1524,13:25,62.7,44.4,S,2,1,4,1,315,135,0.5,0,1,11.3,1.292,5.9,1.197,15.3,1.356,10.83333333,0.5
BLM,SP,25954,BU,5/23/2023,1,BLM25954_BU_01,44.79337,122.51745,1103,9:00,52.7,60.8,C,1,1,4,1,195,15,0.25,2,2,14,1.337,18.3,1.405,17.9,1.398,16.73333333,1.416666667
BLM,SP,25954,BU,5/23/2023,2,BLM25954_BU_02,44.79317,122.51741,1100,9:30,53.5,51.2,C,2,1,4,1,187,7,2,0,0.25,19.1,1.417,17.3,1.389,20.1,1.433,18.83333333,0.75
BLM,SP,25954,BU,5/23/2023,3,BLM25954_BU_03,44.79322,122.51788,1084,9:13,54,56,C,1,1,4,1,180,0,0.25,3,1,10.3,1.276,11.5,1.295,17.8,1.396,13.2,1.416666667
BLM,SP,25954,BU,5/23/2023,4,BLM25954_BU_04,44.79359,122.51769,1087,9:40,55.7,53.4,C,1,1,4,1,180,0,0.25,1,2,22.3,1.466,16.9,1.382,20.5,1.439,19.9,1.083333333
BLM,SP,25954,BU,5/23/2023,5,BLM25954_BU_05,44.793661,122.517363,1055,9:55,55.2,60.4,C,1,0,4,1,188,8,0.25,0.25,0.25,13.9,1.336,18.4,1.406,13.4,1.327,15.23333333,0.25
BLM,SP,25954,BU,5/23/2023,6,BLM25954_BU_06,44.793441,122.517169,1076,9:30,53.6,61.3,C,1,1,4,1,180,0,0.25,0.25,2,16,1.369,14.8,1.349,20.1,1.432,16.96666667,0.833333333
BLM,SP,25954,BU,5/23/2023,7,BLM25954_BU_07,44.793221,122.517287,1046,9:00,56.5,63.3,C,1,1,4,1,180,0,0,0.25,2,22,1.461,21.8,1.458,18.3,1.405,20.7,0.75
WY,SP,20039,HU,6/1/2023,1,WY20039_HU_01,44.53026,122.58302,3044,12:50,53.6,38.3,S,0,1,1,3,100,280,0,3,1,10.4,1.277,4.6,1.173,5.1,1.182,6.7,1.333333333
WY,SP,20039,HU,6/1/2023,2,WY20039_HU_02,44.53008,122.58261,3068,13:15,62.2,48.5,S,0,1,1,4,110,290,0,2,2,5.3,1.187,16.6,1.377,2.8,1.137,8.233333333,1.333333333
WY,SP,20039,HU,6/1/2023,3,WY20039_HU_03,44.52994,122.58301,3056,13:35,65.5,43.3,S,0,2,1,4,90,270,2,1,0,16.9,1.382,10.4,1.276,8.1,1.238,11.8,1
WY,SP,20039,HU,6/1/2023,4,WY20039_HU_04,44.53014,122.58344,3030,13:12,64.8,47.1,S,0,2,1,4,90,270,3,0,0,6.7,1.213,6.3,1.205,7,1.217,6.666666667,1
WY,SP,20039,HU,6/1/2023,5,WY20039_HU_05,44.530513,122.583202,3018,13:35,55.9,57.3,S,0,1,1,1,148,328,0,0,0,27,1.539,17.3,1.388,8.6,1.247,17.63333333,0
WY,SP,20039,HU,6/1/2023,6,WY20039_HU_06,44.530555,122.582971,3016,13:15,58.8,55,S,0,2,1,2,129,309,0,1,2,4.2,1.164,12.1,1.307,21.9,1.46,12.73333333,1
WY,SP,20039,HU,6/1/2023,7,WY20039_HU_07,44.530395,122.582462,3049,12:50,57.4,52.2,S,0,1,1,1,112,292,0,0,2,14.3,1.34,3.3,1.147,19.6,1.424,12.4,0.666666667
WY,SP,20053,HU,6/1/2023,7,WY20053_HU_07,44.55045,122.5688,2461,10:10,54.1,63.9,S,0,1,2,3,163,343,0,0,0,4,1.161,5.3,1.187,4.5,1.171,4.6,0
WY,SP,20053,HU,6/1/2023,1,WY20053_HU_01,44.550347,122.56924,2441,9:30,58.5,52.5,S,0,1,2,2,142,322,0,0,0,5.2,1.183,5.1,1.183,6.6,1.212,5.633333333,0
WY,SP,20053,HU,6/1/2023,2,WY20053_HU_02,44.550152,122.568897,2441,10:00,59.5,57.2,S,0,1,3,2,140,320,1,1,0,7.6,1.229,1.5,1.108,5.9,1.198,5,0.666666667
WY,SP,20053,HU,6/1/2023,3,WY20053_HU_03,44.55009,122.5694,2433,9:58,54,64,S,0,1,2,4,150,330,0,1,0,10.1,1.273,2,1.12,4.6,1.173,5.566666667,0.333333333
WY,SP,20053,HU,6/1/2023,4,WY20053_HU_04,44.55039,122.56962,2423,10:26,62.3,49.6,S,0,2,2,4,150,330,0.5,0,0,5.2,1.183,5.5,1.19,13.7,1.331,8.133333333,0.166666667
WY,SP,20053,HU,6/1/2023,5,WY20053_HU_05,44.5506,122.5695,2420,10:50,60,48,S,0,1,2,3,170,350,0.5,3,1,7.4,1.224,6.7,1.213,4.1,1.162,6.066666667,1.5
WY,SP,20053,HU,6/1/2023,6,WY20053_HU_06,44.55069,122.56911,2429,10:25,54.7,58.7,S,0,1,2,2,140,320,1,0,0,13.6,1.329,6.2,1.203,5.5,1.19,8.433333333,0.333333333
WY,SP,20550,HU,6/2/2023,1,WY20550_HU_01,44.63104,122.65192,1845,8:30,55.1,66.3,S,0,2,1,4,200,20,6,4,2,12,1.304,23.1,1.478,12.3,1.309,15.8,4
WY,SP,20550,HU,6/2/2023,2,WY20550_HU_02,44.63079,122.65217,1840,8:55,56.6,63.4,S,0,1,1,4,200,20,8,5,0.25,37.6,1.719,35.6,1.682,29.1,1.573,34.1,4.416666667
WY,SP,20550,HU,6/2/2023,3,WY20550_HU_03,44.631043,122.6523,1828,8:30,55,67,S,0,1,1,2,227,27,0.25,4,3,33.6,1.647,35.9,1.688,23.6,1.486,31.03333333,2.416666667
WY,SP,20550,HU,6/2/2023,4,WY20550_HU_04,44.631295,122.652198,1832,9:00,56.4,67.1,S,0,1,1,2,225,25,0.25,0.25,0.25,10.5,1.278,20.9,1.444,25.4,1.515,18.93333333,0.25
WY,SP,20550,HU,6/2/2023,5,WY20550_HU_05,44.63131,122.65166,1834,9:25,61.6,50,S,0,1,1,4,180,0,7,10,6,20.3,1.434,19,1.415,37.1,1.71,25.46666667,7.666666667
WY,SP,20550,HU,6/2/2023,6,WY20550_HU_06,44.63094,122.65148,1848,9:05,57.2,61.6,S,0,1,1,2,200,20,4,2,4,18.5,1.406,39.4,1.752,28.6,1.564,28.83333333,3.333333333
WY,SP,20550,HU,6/2/2023,7,WY20550_HU_07,44.63072,122.65174,1851,8:45,55.7,64.4,S,0,1,1,4,215,35,0,10,10,22.2,1.464,18.4,1.405,18.4,1.405,19.66666667,6.666666667
WY,SP,29431,UU,6/2/2023,1,WY29431_UU_01,44.646637,122.671847,1664,11:50,63.5,57.1,S,1,1,4,2,61,241,1,3,1,18.9,1.413,37.8,1.721,17.4,1.39,24.7,1.666666667
WY,SP,29431,UU,6/2/2023,2,WY29431_UU_02,44.64696,122.67143,1719,12:10,65.9,57.7,S,1,2,3,2,76,256,1,1,1,11.2,1.291,19.9,1.429,20.6,1.439,17.23333333,1
WY,SP,29431,UU,6/2/2023,3,WY29431_UU_03,44.64661,122.67122,1720,12:01,69.8,49.3,S,2,2,4,2,60,240,2,1,1,31.2,1.607,26,1.524,24.1,1.494,27.1,1.333333333
WY,SP,29431,UU,6/2/2023,4,WY29431_UU_04,44.64631,122.67158,1700,12:30,68.7,60,S,3,1,4,2,60,240,1,0.5,0.5,19.5,1.423,18.2,1.401,20.5,1.438,19.4,0.666666667
WY,SP,29431,UU,6/2/2023,5,WY29431_UU_05,44.646465,122.67207,1680,13:00,69.3,49.3,S,1,2,4,1,60,240,2,1,0,26,1.524,25.4,1.513,13.4,1.326,21.6,1
WY,SP,29431,UU,6/2/2023,6,WY29431_UU_06,44.64676,122.67213,1667,12:40,67.6,50.7,S,2,1,3,2,10,190,0.5,0,0,8.5,1.244,26.9,1.537,14.2,1.339,16.53333333,0.166666667
WY,SP,29431,UU,6/2/2023,7,WY29431_UU_07,44.64704,122.67167,1700,12:15,63.3,56.2,S,2,1,3,2,10,190,1,3,1,15.8,1.364,21.6,1.455,12.1,1.304,16.5,1.666666667
