"site_id","landowner","stand","site_rep","trt","year","date","date_mdy","subplot","lat","long","time","weather","canopy_cov","dwd_cov","veg_cov","fwd_cov","soil_moist_avg","jul_date","dwd_count","stumps","logs","size_cl","decay_cl","char_cl","length_cl","plot_id","tree_farm","elev","temp","hum","obs","PLDU","ENES","OSS","TAGR","AMGR","ANFE"
"16804 _ 1 _ 2023","BLM",16804,1,"BU",2023,"3/29/23","23-03-29",5,44.992942,122.476967,"13:20","S",2,1,4,3,30.4,88,4,2,2,1.5,2.8,3,1.2,"16804 _ 1 _ 2023 _ 5","CL",1593,50.4,73.6,NA,0,0,0,0,0,0
"16804 _ 1 _ 2023","BLM",16804,1,"BU",2023,"3/29/23","23-03-29",6,44.99334,122.47694,"13:20","PC",2,1,3,2,36.23333333,88,5,1,4,1.2,2.4,2.6,1.8,"16804 _ 1 _ 2023 _ 6","CL",1619,47.3,84.5,NA,0,0,0,0,0,0
"16804 _ 1 _ 2023","BLM",16804,1,"BU",2023,"3/29/23","23-03-29",7,44.99334,122.47622,"13:00","PC",1,1,2,2,29.36666667,NA,NA,NA,NA,NA,NA,NA,NA,"16804 _ 1 _ 2023 _ 7","CL",1651,50.2,78,NA,0,0,0,0,0,0
"20039 _ 1 _ 2023","WY",20039,1,"HU",2023,"6/1/23","23-06-01",1,44.53026,122.58302,"12:50","S",0,1,1,3,6.7,152,11,4,7,1.4,2.4,1,1.3,"20039 _ 1 _ 2023 _ 1","SP",3044,53.6,38.3,NA,0,0,0,0,0,0
"20039 _ 1 _ 2023","WY",20039,1,"HU",2023,"6/1/23","23-06-01",2,44.53008,122.58261,"13:15","S",0,1,1,4,8.233333333,152,12,9,3,1.7,1.7,1,0.6,"20039 _ 1 _ 2023 _ 2","SP",3068,62.2,48.5,NA,0,0,0,0,0,0
"20039 _ 1 _ 2023","WY",20039,1,"HU",2023,"6/1/23","23-06-01",3,44.52994,122.58301,"13:35","S",0,2,1,4,11.8,152,9,0,9,1,2,1,1.2,"20039 _ 1 _ 2023 _ 3","SP",3056,65.5,43.3,NA,0,0,0,0,0,0
"20039 _ 1 _ 2023","WY",20039,1,"HU",2023,"6/1/23","23-06-01",4,44.53014,122.58344,"13:12","S",0,2,1,4,6.666666667,152,10,4,6,1.4,2.2,1,1.6,"20039 _ 1 _ 2023 _ 4","SP",3030,64.8,47.1,NA,0,0,0,0,0,0
"20039 _ 1 _ 2023","WY",20039,1,"HU",2023,"6/1/23","23-06-01",5,44.530513,122.583202,"13:35","S",0,1,1,1,17.63333333,152,1,1,0,1,1,1,0,"20039 _ 1 _ 2023 _ 5","SP",3018,55.9,57.3,NA,0,0,0,0,0,0
"20039 _ 1 _ 2023","WY",20039,1,"HU",2023,"6/1/23","23-06-01",6,44.530555,122.582971,"13:15","S",0,2,1,2,12.73333333,152,7,5,2,1.1,1.7,1,0.7,"20039 _ 1 _ 2023 _ 6","SP",3016,58.8,55,NA,0,0,0,0,0,0
"20039 _ 1 _ 2023","WY",20039,1,"HU",2023,"6/1/23","23-06-01",7,44.530395,122.582462,"12:50","S",0,1,1,1,12.4,152,3,1,2,1.3,1.7,1,1.3,"20039 _ 1 _ 2023 _ 7","SP",3049,57.4,52.2,NA,0,0,0,0,0,0
"20053 _ 1 _ 2023","WY",20053,1,"HU",2023,"6/1/23","23-06-01",1,44.550347,122.56924,"9:30","S",0,1,2,2,5.633333333,152,4,3,1,1,1.5,1,0.2,"20053 _ 1 _ 2023 _ 1","SP",2441,58.5,52.5,NA,0,0,0,0,0,0
"20053 _ 1 _ 2023","WY",20053,1,"HU",2023,"6/1/23","23-06-01",2,44.550152,122.568897,"10:00","S",0,1,3,2,5,152,4,4,0,1.5,1,1,0,"20053 _ 1 _ 2023 _ 2","SP",2441,59.5,57.2,NA,0,0,0,0,0,0
"20053 _ 1 _ 2023","WY",20053,1,"HU",2023,"6/1/23","23-06-01",3,44.55009,122.5694,"9:58","S",0,1,2,4,5.566666667,152,7,3,4,1.4,2.4,1.1,1.1,"20053 _ 1 _ 2023 _ 3","SP",2433,54,64,NA,0,0,0,0,0,0
"20053 _ 1 _ 2023","WY",20053,1,"HU",2023,"6/1/23","23-06-01",4,44.55039,122.56962,"10:26","S",0,2,2,4,8.133333333,152,7,5,2,1.7,2.3,1,0.7,"20053 _ 1 _ 2023 _ 4","SP",2423,62.3,49.6,NA,0,0,0,0,0,0
"20053 _ 1 _ 2023","WY",20053,1,"HU",2023,"6/1/23","23-06-01",5,44.5506,122.5695,"10:50","S",0,1,2,3,6.066666667,152,5,2,3,1.6,2.6,1,1.2,"20053 _ 1 _ 2023 _ 5","SP",2420,60,48,NA,0,0,0,0,0,0
"20053 _ 1 _ 2023","WY",20053,1,"HU",2023,"6/1/23","23-06-01",6,44.55069,122.56911,"10:25","S",0,1,2,2,8.433333333,152,4,4,0,1.8,2,1,0,"20053 _ 1 _ 2023 _ 6","SP",2429,54.7,58.7,NA,0,0,0,0,0,0
"20053 _ 1 _ 2023","WY",20053,1,"HU",2023,"6/1/23","23-06-01",7,44.55045,122.5688,"10:10","S",0,1,2,3,4.6,152,4,4,0,2,2,1,0,"20053 _ 1 _ 2023 _ 7","SP",2461,54.1,63.9,NA,0,0,0,0,0,0
"20550 _ 1 _ 2023","WY",20550,1,"HU",2023,"6/2/23","23-06-02",1,44.63104,122.65192,"8:30","S",0,2,1,4,15.8,153,13,7,6,1.5,1.8,1,0.7,"20550 _ 1 _ 2023 _ 1","SP",1845,55.1,66.3,NA,0,0,0,0,0,0
"20550 _ 1 _ 2023","WY",20550,1,"HU",2023,"6/2/23","23-06-02",2,44.63079,122.65217,"8:55","S",0,1,1,4,34.1,153,5,3,2,1.6,1.4,1,0.4,"20550 _ 1 _ 2023 _ 2","SP",1840,56.6,63.4,NA,0,0,0,0,0,0
"20550 _ 1 _ 2023","WY",20550,1,"HU",2023,"6/2/23","23-06-02",3,44.631043,122.6523,"8:30","S",0,1,1,2,31.03333333,153,4,4,0,1,1.2,1,0,"20550 _ 1 _ 2023 _ 3","SP",1828,55,67,NA,0,0,0,0,0,0
"20550 _ 1 _ 2023","WY",20550,1,"HU",2023,"6/2/23","23-06-02",4,44.631295,122.652198,"9:00","S",0,1,1,2,18.93333333,153,4,4,0,1.2,1.5,1,0,"20550 _ 1 _ 2023 _ 4","SP",1832,56.4,67.1,NA,0,0,0,0,0,0
"20550 _ 1 _ 2023","WY",20550,1,"HU",2023,"6/2/23","23-06-02",5,44.63131,122.65166,"9:25","S",0,1,1,4,25.46666667,153,9,5,4,1.2,2,1,0.9,"20550 _ 1 _ 2023 _ 5","SP",1834,61.6,50,NA,0,0,0,0,0,0
"20550 _ 1 _ 2023","WY",20550,1,"HU",2023,"6/2/23","23-06-02",6,44.63094,122.65148,"9:05","S",0,1,1,2,28.83333333,153,4,3,1,1.8,2.2,1,0.8,"20550 _ 1 _ 2023 _ 6","SP",1848,57.2,61.6,NA,0,0,0,0,0,0
"20550 _ 1 _ 2023","WY",20550,1,"HU",2023,"6/2/23","23-06-02",7,44.63072,122.65174,"8:45","S",0,1,1,4,19.66666667,153,6,4,2,1.7,2,1,0.3,"20550 _ 1 _ 2023 _ 7","SP",1851,55.7,64.4,NA,0,0,0,0,0,0
"20616 _ 1 _ 2023","WY",20616,1,"UU",2023,"5/15/23","23-05-15",1,44.6305,122.69066,"8:00","S",4,1,3,2,26.8,135,9,2,7,1.2,1.8,1,1.6,"20616 _ 1 _ 2023 _ 1","SP",1108,65.7,68.7,NA,0,1,0,0,0,0
"20616 _ 1 _ 2023","WY",20616,1,"UU",2023,"5/15/23","23-05-15",2,44.63045,122.69022,"8:25","S",4,1,4,1,31.23333333,135,5,0,5,1.4,2.4,1,2.8,"20616 _ 1 _ 2023 _ 2","SP",1127,64.6,66.2,NA,0,0,0,0,0,0
"20616 _ 1 _ 2023","WY",20616,1,"UU",2023,"5/15/23","23-05-15",3,44.63018,122.69076,"8:10","S",2,1,4,1,26.93333333,135,7,2,5,1.4,2.3,1,2,"20616 _ 1 _ 2023 _ 3","SP",1126,65.2,75,NA,0,0,0,0,0,0
"20616 _ 1 _ 2023","WY",20616,1,"UU",2023,"5/15/23","23-05-15",4,44.63024,122.69117,"8:35","S",3,2,4,3,32.6,135,6,1,5,1.2,2.7,1,1.8,"20616 _ 1 _ 2023 _ 4","SP",1183,65.3,68.5,NA,0,0,0,0,0,0
"20616 _ 1 _ 2023","WY",20616,1,"UU",2023,"5/15/23","23-05-15",5,44.63066,122.691162,"8:55","S",4,2,3,2,25.9,135,5,2,3,1.2,3,1,1.4,"20616 _ 1 _ 2023 _ 5","SP",1120,66.8,66.2,NA,0,1,0,0,0,0
"20616 _ 1 _ 2023","WY",20616,1,"UU",2023,"5/15/23","23-05-15",6,44.630787,122.690963,"8:35","S",4,1,4,1,27.3,135,2,0,2,1,3,1,2.5,"20616 _ 1 _ 2023 _ 6","SP",1159,66.5,59.6,NA,0,0,0,0,0,0
"20616 _ 1 _ 2023","WY",20616,1,"UU",2023,"5/15/23","23-05-15",7,44.630819,122.690477,"8:00","S",4,3,4,2,22.66666667,135,7,3,4,1.7,3,1,1.7,"20616 _ 1 _ 2023 _ 7","SP",1221,65.9,66.9,NA,0,0,0,0,0,0
"21026 _ 1 _ 2023","WY",21026,1,"HU",2023,"5/17/23","23-05-17",1,44.64622,122.60661,"9:00","S",0,2,1,3,15.16666667,137,14,2,12,1.2,1.2,1,1.8,"21026 _ 1 _ 2023 _ 1","SP",3258,69.6,50,NA,0,0,0,0,0,0
"21026 _ 1 _ 2023","WY",21026,1,"HU",2023,"5/17/23","23-05-17",2,44.64594,122.60679,"9:25","S",0,1,1,4,19.86666667,137,4,2,2,2,1.5,1,1.5,"21026 _ 1 _ 2023 _ 2","SP",3285,69.9,46.8,NA,0,0,0,0,0,0
"21026 _ 1 _ 2023","WY",21026,1,"HU",2023,"5/17/23","23-05-17",3,44.64612,122.60706,"9:20","S",0,1,1,4,12.9,137,5,2,3,1.4,1.8,1,1.6,"21026 _ 1 _ 2023 _ 3","SP",3280,74,50,NA,0,0,0,0,0,0
"21026 _ 1 _ 2023","WY",21026,1,"HU",2023,"5/17/23","23-05-17",4,44.64648,122.6069,"9:45","S",0,1,1,4,12,137,3,2,1,1.7,1.7,1,1,"21026 _ 1 _ 2023 _ 4","SP",3246,73,50.7,NA,0,0,0,0,0,0
"21026 _ 1 _ 2023","WY",21026,1,"HU",2023,"5/17/23","23-05-17",5,44.646569,122.606545,"10:05","S",0,2,1,3,18.76666667,137,7,2,5,1.1,1.3,1,2.1,"21026 _ 1 _ 2023 _ 5","SP",3225,73,51.8,NA,0,0,0,0,0,0
"21026 _ 1 _ 2023","WY",21026,1,"HU",2023,"5/17/23","23-05-17",6,44.646329,122.606207,"9:45","S",0,1,1,3,14.06666667,137,7,5,2,1,1.6,1,0.7,"21026 _ 1 _ 2023 _ 6","SP",3254,72,51.7,NA,0,0,0,0,0,0
"21026 _ 1 _ 2023","WY",21026,1,"HU",2023,"5/17/23","23-05-17",7,44.646013,122.606408,"9:20","S",0,2,1,3,20.76666667,137,6,4,2,1.3,1.3,1,1,"21026 _ 1 _ 2023 _ 7","SP",3280,70.3,53.7,NA,0,0,0,0,0,0
"21159 _ 1 _ 2023","WY",21159,1,"HU",2023,"5/17/23","23-05-17",1,44.6489,122.62019,"12:08","S",0,1,2,2,9.2,137,6,4,2,1.3,1,1,0.7,"21159 _ 1 _ 2023 _ 1","SP",2904,81.8,44.1,NA,0,0,0,0,0,0
"21159 _ 1 _ 2023","WY",21159,1,"HU",2023,"5/17/23","23-05-17",2,44.64916,122.62005,"12:30","S",0,2,2,2,13.46666667,137,14,6,8,1.4,2.1,1.1,1.4,"21159 _ 1 _ 2023 _ 2","SP",2930,82.8,42.2,NA,0,0,0,0,0,0
"21159 _ 1 _ 2023","WY",21159,1,"HU",2023,"5/17/23","23-05-17",3,44.648923,122.619781,"12:20","S",0,1,1,1,15.03333333,137,2,2,0,2,2,1,0,"21159 _ 1 _ 2023 _ 3","SP",2926,79,47.1,NA,0,0,0,0,0,0
"21159 _ 1 _ 2023","WY",21159,1,"HU",2023,"5/17/23","23-05-17",4,44.648653,122.619911,"12:35","S",0,2,1,3,47.2,137,6,4,2,1.3,1.5,1,0.8,"21159 _ 1 _ 2023 _ 4","SP",2875,82.8,46.7,NA,0,0,0,0,0,0
"21159 _ 1 _ 2023","WY",21159,1,"HU",2023,"5/17/23","23-05-17",5,44.64862,122.62041,"13:10","S",0,1,1,3,17.7,137,10,5,5,1.6,1.4,1,0.9,"21159 _ 1 _ 2023 _ 5","SP",2863,81,46.2,NA,0,0,0,0,0,0
"21159 _ 1 _ 2023","WY",21159,1,"HU",2023,"5/17/23","23-05-17",6,44.64889,122.62066,"12:45","S",0,1,3,2,14.53333333,137,9,4,5,1.7,1.2,1,0.8,"21159 _ 1 _ 2023 _ 6","SP",2874,80,45.2,NA,0,0,0,0,0,0
"21159 _ 1 _ 2023","WY",21159,1,"HU",2023,"5/17/23","23-05-17",7,44.64915,122.6205,"12:25","S",0,3,2,1,15.16666667,137,15,1,14,1.3,1.2,1,2.2,"21159 _ 1 _ 2023 _ 7","SP",2906,82.1,50.7,NA,0,0,0,0,0,0
"25954 _ 1 _ 2023","BLM",25954,1,"BU",2023,"5/23/23","23-05-23",1,44.79337,122.51745,"9:00","C",1,1,4,1,16.73333333,143,3,1,2,1,2.7,3,1.7,"25954 _ 1 _ 2023 _ 1","SP",1103,52.7,60.8,NA,0,0,0,0,0,0
"25954 _ 1 _ 2023","BLM",25954,1,"BU",2023,"5/23/23","23-05-23",2,44.79317,122.51741,"9:30","C",2,1,4,1,18.83333333,NA,NA,NA,NA,NA,NA,NA,NA,"25954 _ 1 _ 2023 _ 2","SP",1100,53.5,51.2,NA,0,0,0,0,0,0
"25954 _ 1 _ 2023","BLM",25954,1,"BU",2023,"5/23/23","23-05-23",3,44.79322,122.51788,"9:13","C",1,1,4,1,13.2,143,2,1,1,2,2.5,3,1.5,"25954 _ 1 _ 2023 _ 3","SP",1084,54,56,NA,0,0,0,0,0,0
"25954 _ 1 _ 2023","BLM",25954,1,"BU",2023,"5/23/23","23-05-23",4,44.79359,122.51769,"9:40","C",1,1,4,1,19.9,143,1,0,1,1,2,1,3,"25954 _ 1 _ 2023 _ 4","SP",1087,55.7,53.4,NA,0,0,0,0,0,0
"25954 _ 1 _ 2023","BLM",25954,1,"BU",2023,"5/23/23","23-05-23",5,44.793661,122.517363,"9:55","C",1,0,4,1,15.23333333,NA,NA,NA,NA,NA,NA,NA,NA,"25954 _ 1 _ 2023 _ 5","SP",1055,55.2,60.4,NA,0,0,0,0,0,0
"25954 _ 1 _ 2023","BLM",25954,1,"BU",2023,"5/23/23","23-05-23",6,44.793441,122.517169,"9:30","C",1,1,4,1,16.96666667,143,2,2,0,1.5,2,3,0,"25954 _ 1 _ 2023 _ 6","SP",1076,53.6,61.3,NA,0,0,0,0,0,0
"25954 _ 1 _ 2023","BLM",25954,1,"BU",2023,"5/23/23","23-05-23",7,44.793221,122.517287,"9:00","C",1,1,4,1,20.7,143,2,1,1,1,2.5,3,1.5,"25954 _ 1 _ 2023 _ 7","SP",1046,56.5,63.3,NA,0,0,0,0,0,0
"29121 _ 1 _ 2023","BLM",29121,1,"UU",2023,"5/15/23","23-05-15",1,44.66118,122.69572,"11:32","S",3,2,3,4,23.96666667,135,5,1,4,1.6,3,1,1.6,"29121 _ 1 _ 2023 _ 1","SP",1340,75.4,50.7,NA,0,0,0,0,0,0
"29121 _ 1 _ 2023","BLM",29121,1,"UU",2023,"5/15/23","23-05-15",2,44.66127,122.6962,"12:15","S",2,1,4,2,28.96666667,135,4,0,4,1,2.8,1,2.5,"29121 _ 1 _ 2023 _ 2","SP",1390,75.8,45.3,NA,0,0,0,0,0,0
"29121 _ 1 _ 2023","BLM",29121,1,"UU",2023,"5/15/23","23-05-15",3,44.661427,122.695785,"11:50","S",3,1,1,1,27.76666667,135,2,0,2,1,3,1,2.5,"29121 _ 1 _ 2023 _ 3","SP",1375,73.9,57,NA,0,0,0,0,0,0
"29121 _ 1 _ 2023","BLM",29121,1,"UU",2023,"5/15/23","23-05-15",4,44.661262,122.695281,"12:20","S",3,2,2,2,18.76666667,135,5,4,1,1.8,3,1,0.6,"29121 _ 1 _ 2023 _ 4","SP",1368,74.8,51.8,NA,0,1,0,0,0,0
"29121 _ 1 _ 2023","BLM",29121,1,"UU",2023,"5/15/23","23-05-15",5,44.66112,122.69516,"12:55","S",4,2,4,2,19.36666667,135,8,1,7,1.4,2.8,1,2.1,"29121 _ 1 _ 2023 _ 5","SP",1322,75.7,59.2,NA,0,0,0,0,0,0
"29121 _ 1 _ 2023","BLM",29121,1,"UU",2023,"5/15/23","23-05-15",6,44.66084,122.6958,"12:25","S",4,1,3,2,22.73333333,135,5,0,5,1.4,2.2,1,2.8,"29121 _ 1 _ 2023 _ 6","SP",1325,76.7,45.7,NA,0,0,1,0,0,0
"29121 _ 1 _ 2023","BLM",29121,1,"UU",2023,"5/15/23","23-05-15",7,44.66069,122.696,"12:00","S",4,2,4,2,21.56666667,135,12,0,12,1.2,2.6,1,2.4,"29121 _ 1 _ 2023 _ 7","SP",1331,75.5,57.2,NA,0,0,1,0,0,0
"29122 _ 1 _ 2023","BLM",29122,1,"UU",2023,"5/16/23","23-05-16",1,44.65305,122.6896,"11:40","S",4,2,3,2,26.93333333,136,5,2,3,1.6,3,1,1.8,"29122 _ 1 _ 2023 _ 1","SP",1480,65.2,72.4,NA,0,0,2,0,0,0
"29122 _ 1 _ 2023","BLM",29122,1,"UU",2023,"5/16/23","23-05-16",2,44.65262,122.68983,"12:10","S",3,2,2,3,15.8,136,7,1,6,1.1,2.1,1,1.7,"29122 _ 1 _ 2023 _ 2","SP",1504,68.2,64.5,NA,0,2,2,0,0,0
"29122 _ 1 _ 2023","BLM",29122,1,"UU",2023,"5/16/23","23-05-16",3,44.652851,122.689871,"11:55","S",4,1,2,2,23.36666667,136,1,0,1,2,3,1,3,"29122 _ 1 _ 2023 _ 3","SP",1520,66.3,69.8,NA,0,2,0,0,0,0
"29122 _ 1 _ 2023","BLM",29122,1,"UU",2023,"5/16/23","23-05-16",4,44.653111,122.690088,"12:20","S",3,1,2,2,22.96666667,136,1,0,1,1,3,1,2,"29122 _ 1 _ 2023 _ 4","SP",1490,67.5,72.9,NA,0,0,0,0,0,0
"29122 _ 1 _ 2023","BLM",29122,1,"UU",2023,"5/16/23","23-05-16",5,44.6533,122.68935,"12:55","S",4,1,3,2,31.3,136,2,0,2,1,2,1,3,"29122 _ 1 _ 2023 _ 5","SP",1472,69.6,69.9,NA,0,0,3,0,0,0
"29122 _ 1 _ 2023","BLM",29122,1,"UU",2023,"5/16/23","23-05-16",6,44.65313,122.6893,"12:30","S",4,2,3,2,21.7,136,6,1,5,1.3,2.5,1,2.2,"29122 _ 1 _ 2023 _ 6","SP",1486,67.6,65.4,NA,0,0,2,0,0,0
"29122 _ 1 _ 2023","BLM",29122,1,"UU",2023,"5/16/23","23-05-16",7,44.65271,122.68942,"12:05","S",4,1,2,2,18.53333333,136,6,1,5,1.3,2.7,1,1.7,"29122 _ 1 _ 2023 _ 7","SP",1505,68.4,63.3,NA,0,0,1,0,0,0
"29123 _ 1 _ 2023","BLM",29123,1,"UU",2023,"5/16/23","23-05-16",1,44.65113,122.69785,"8:40","S",3,1,4,2,28.43333333,136,1,1,0,2,3,1,0,"29123 _ 1 _ 2023 _ 1","SP",1384,57.4,84.1,NA,0,0,0,0,0,0
"29123 _ 1 _ 2023","BLM",29123,1,"UU",2023,"5/16/23","23-05-16",2,44.65093,122.69223,"9:05","S",2,1,4,2,26.53333333,136,2,1,1,1.5,3,1,0.5,"29123 _ 1 _ 2023 _ 2","SP",1410,58.1,82.2,NA,0,0,0,0,0,0
"29123 _ 1 _ 2023","BLM",29123,1,"UU",2023,"5/16/23","23-05-16",3,44.651,122.69781,"9:10","S",3,1,4,1,19.76666667,136,5,1,4,1.2,2.6,1,1.8,"29123 _ 1 _ 2023 _ 3","SP",1380,58.9,76.1,NA,0,0,0,0,0,0
"29123 _ 1 _ 2023","BLM",29123,1,"UU",2023,"5/16/23","23-05-16",4,44.65096,122.69821,"9:35","S",4,1,4,1,25.6,136,3,0,3,1.3,2.7,1,2,"29123 _ 1 _ 2023 _ 4","SP",1380,59.3,79.1,NA,0,0,0,0,0,0
"29123 _ 1 _ 2023","BLM",29123,1,"UU",2023,"5/16/23","23-05-16",5,44.651247,122.69791,"9:45","S",3,1,4,1,26.6,136,4,3,1,1,2.8,1,0.5,"29123 _ 1 _ 2023 _ 5","SP",1405,62.2,78.7,NA,0,0,0,0,0,0
"29123 _ 1 _ 2023","BLM",29123,1,"UU",2023,"5/16/23","23-05-16",6,44.651466,122.697443,"9:20","S",2,1,4,1,24.93333333,136,2,0,2,1,1,1,3,"29123 _ 1 _ 2023 _ 6","SP",1400,60.8,78.6,NA,0,1,0,0,0,0
"29123 _ 1 _ 2023","BLM",29123,1,"UU",2023,"5/16/23","23-05-16",7,44.651337,122.697429,"9:00","S",3,1,4,1,28.33333333,136,4,3,1,1.2,2,1,0.8,"29123 _ 1 _ 2023 _ 7","SP",1388,57.6,83.3,NA,0,0,0,0,0,0
"29429 _ 1 _ 2023","BLM",29429,1,"UU",2023,"5/18/23","23-05-18",1,44.63895,122.67381,"12:20","S",2,1,3,2,24.06666667,138,7,3,4,1.4,2,1,1.4,"29429 _ 1 _ 2023 _ 1","SP",1641,65.5,70.2,NA,0,0,0,0,0,0
"29429 _ 1 _ 2023","BLM",29429,1,"UU",2023,"5/18/23","23-05-18",2,44.6389,122.67315,"12:25","S",1,1,4,1,17.76666667,138,4,1,3,1,2.8,1,2,"29429 _ 1 _ 2023 _ 2","SP",1670,67.5,71.5,NA,0,0,1,0,0,0
"29429 _ 1 _ 2023","BLM",29429,1,"UU",2023,"5/18/23","23-05-18",3,44.63883,122.67349,"12:47","S",1,1,4,1,20.2,138,2,0,2,1,2,1,3,"29429 _ 1 _ 2023 _ 3","SP",1660,67.7,71,NA,0,0,0,0,0,0
"29429 _ 1 _ 2023","BLM",29429,1,"UU",2023,"5/18/23","23-05-18",4,44.63874,122.67392,"13:07","S",1,1,3,1,17.53333333,138,5,1,4,1.2,2.2,1,1.4,"29429 _ 1 _ 2023 _ 4","SP",1610,71.6,63,NA,0,0,0,0,0,0
"29429 _ 1 _ 2023","BLM",29429,1,"UU",2023,"5/18/23","23-05-18",5,44.639,122.674,"12:45","S",3,1,4,2,17.53333333,138,6,2,4,1.3,2.2,1,1,"29429 _ 1 _ 2023 _ 5","SP",1628,65.6,68,NA,0,0,0,0,0,0
"29429 _ 1 _ 2023","BLM",29429,1,"UU",2023,"5/18/23","23-05-18",6,44.639345,122.673773,"12:50","S",2,2,4,2,19.83333333,138,3,2,1,2,1.7,1,1,"29429 _ 1 _ 2023 _ 6","SP",1627,69.1,67.2,NA,0,1,0,0,0,0
"29429 _ 1 _ 2023","BLM",29429,1,"UU",2023,"5/18/23","23-05-18",7,44.639316,122.673474,"12:30","S",2,1,4,2,19.73333333,138,5,3,2,1,2,1,1,"29429 _ 1 _ 2023 _ 7","SP",1612,67.4,73.1,NA,0,0,0,0,0,0
"29431 _ 1 _ 2023","WY",29431,1,"UU",2023,"6/2/23","23-06-02",1,44.646637,122.671847,"11:50","S",1,1,4,2,24.7,153,5,5,0,1.6,1.2,1,0,"29431 _ 1 _ 2023 _ 1","SP",1664,63.5,57.1,NA,0,0,0,0,0,0
"29431 _ 1 _ 2023","WY",29431,1,"UU",2023,"6/2/23","23-06-02",2,44.64696,122.67143,"12:10","S",1,2,3,2,17.23333333,153,5,2,3,1.6,2,1,1.6,"29431 _ 1 _ 2023 _ 2","SP",1719,65.9,57.7,NA,0,0,0,0,0,0
"29431 _ 1 _ 2023","WY",29431,1,"UU",2023,"6/2/23","23-06-02",3,44.64661,122.67122,"12:01","S",2,2,4,2,27.1,153,6,2,4,1.8,2.3,1,1.2,"29431 _ 1 _ 2023 _ 3","SP",1720,69.8,49.3,NA,0,0,1,0,0,0
"29431 _ 1 _ 2023","WY",29431,1,"UU",2023,"6/2/23","23-06-02",4,44.64631,122.67158,"12:30","S",3,1,4,2,19.4,153,1,0,1,2,2,1,3,"29431 _ 1 _ 2023 _ 4","SP",1700,68.7,60,NA,0,0,0,0,0,0
"29431 _ 1 _ 2023","WY",29431,1,"UU",2023,"6/2/23","23-06-02",5,44.646465,122.67207,"13:00","S",1,2,4,1,21.6,153,7,2,5,1.7,2.7,1,1.7,"29431 _ 1 _ 2023 _ 5","SP",1680,69.3,49.3,NA,0,0,0,0,0,0
"29431 _ 1 _ 2023","WY",29431,1,"UU",2023,"6/2/23","23-06-02",6,44.64676,122.67213,"12:40","S",2,1,3,2,16.53333333,153,4,3,1,1.5,3,1,0.8,"29431 _ 1 _ 2023 _ 6","SP",1667,67.6,50.7,NA,0,0,0,0,0,0
"29431 _ 1 _ 2023","WY",29431,1,"UU",2023,"6/2/23","23-06-02",7,44.64704,122.67167,"12:15","S",2,1,3,2,16.5,153,10,6,4,1.5,2.1,1,0.9,"29431 _ 1 _ 2023 _ 7","SP",1700,63.3,56.2,NA,0,0,0,0,0,0
"29889 _ 1 _ 2023","BLM",29889,1,"UU",2023,"5/18/23","23-05-18",1,44.637141,122.662706,"8:15","S",2,2,4,2,23.53333333,138,7,5,2,1.3,1.4,1,0.9,"29889 _ 1 _ 2023 _ 1","SP",1752,58.6,82.2,NA,0,0,0,0,0,0
"29889 _ 1 _ 2023","BLM",29889,1,"UU",2023,"5/18/23","23-05-18",2,44.637359,122.66255,"8:40","S",2,3,2,2,22.33333333,138,8,4,4,1.6,2.1,1,1,"29889 _ 1 _ 2023 _ 2","SP",1773,57.8,83.5,NA,0,0,0,0,0,0
"29889 _ 1 _ 2023","BLM",29889,1,"UU",2023,"5/18/23","23-05-18",3,44.637,122.66254,"8:45","S",3,1,2,3,25.03333333,138,8,4,4,1.8,2,1,1.2,"29889 _ 1 _ 2023 _ 3","SP",1749,61.1,71.7,NA,0,0,0,0,0,0
"29889 _ 1 _ 2023","BLM",29889,1,"UU",2023,"5/18/23","23-05-18",4,44.63689,122.66293,"9:15","S",1,1,3,2,27.23333333,138,6,3,3,1.5,2.2,1,1.2,"29889 _ 1 _ 2023 _ 4","SP",1741,59.6,75.8,NA,0,1,0,0,0,0
"29889 _ 1 _ 2023","BLM",29889,1,"UU",2023,"5/18/23","23-05-18",5,44.63709,122.66341,"9:40","S",1,1,3,2,20.26666667,138,4,3,1,1.8,2.8,1,0.5,"29889 _ 1 _ 2023 _ 5","SP",1752,59.1,82.1,NA,0,0,0,0,0,0
"29889 _ 1 _ 2023","BLM",29889,1,"UU",2023,"5/18/23","23-05-18",6,44.63729,122.66327,"8:40","S",2,3,3,3,19.5,138,11,2,9,1.9,2.9,1.4,1.8,"29889 _ 1 _ 2023 _ 6","SP",1707,59.6,76.9,NA,0,0,0,0,0,0
"29889 _ 1 _ 2023","BLM",29889,1,"UU",2023,"5/18/23","23-05-18",7,44.63744,122.66298,"9:10","S",1,1,4,2,23,138,3,2,1,1.3,2.7,1,0.7,"29889 _ 1 _ 2023 _ 7","SP",1730,60.3,77.5,NA,0,0,0,0,0,0
"33628 _ 1 _ 2023","PB",33628,1,"HB",2023,"4/6/23","23-04-06",1,45.19673,122.28101,"9:10","R",0,1,1,1,29.76666667,96,10,9,1,1.4,2,3,0.3,"33628 _ 1 _ 2023 _ 1","CL",1657,46.1,74.6,NA,0,0,0,0,0,0
