This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"328F8224","LOOKOUT MOUN",-105.2503,39.7242,2287,"RAWS","243884"
"33349290","MARLINTON",-80.0378,38.2244,939,"RAWS","243887"
"32D3A116","MBOT",-90.2608,38.6128,155,"RAWS","243889"
"3100B472","METTER",-82.0372,32.3914,60,"RAWS","243890"
"CA28D77A","MIDDLE PEAK",-122.5872,37.9278,713,"RAWS","243891"
"310081E8","MILLEDGEVILL",-83.2072,33.0103,120,"RAWS","243893"
"53705306","MINONG",-91.9808,46.1358,323,"RAWS","243894"
"3285238E","MIO",-84.1283,44.6761,320,"RAWS","243895"
"837AA188","MN VALLEY",-93.6358,44.7164,258,"RAWS","243896"
"3910B02E","MONROE",-88.3467,33.7939,108,"RAWS","243898"
"83738138","MOOSEHORN",-67.2806,45.1143,64,"RAWS","243899"
"6250837C","MT VANHOEVEN",-73.9000,44.2000,610,"RAWS","243900"
"573063C8","MT VERNON",-93.9297,37.1889,386,"RAWS","243901"
"9000A014","AUGUSTA",-78.6494,39.2992,344,"RAWS","243902"
"FF10372A","NEW MIDDLESE",-74.4942,40.4072,29,"RAWS","243903"
"CA293672","NEWHALL PASS",-118.5205,34.3370,651,"RAWS","243904"
"83782268","NULHEGAN",-71.7014,44.7672,380,"RAWS","243905"
"32931144","OKE-EAST",-82.1278,30.7403,21,"RAWS","243906"
"3294430C","OLD MOUNTAIN",-77.4086,41.5644,582,"RAWS","243907"
"3287D6FE","OLEMA VALLEY",-122.7958,38.0425,11,"RAWS","243908"
"88426764","PAINT CREEK",-100.5817,31.9061,565,"RAWS","243909"
"3284C286","PEABODY",-83.5797,37.1381,446,"RAWS","243912"
"884297E0","PEARSALL",-99.1106,28.8850,160,"RAWS","243913"
"080085D6","PELKIE",-88.6631,46.7797,232,"RAWS","243914"
"3336410C","PHELPS",-89.0961,46.0400,540,"RAWS","243915"
"9000767C","PIPESTEM",-80.9992,37.5264,831,"RAWS","243916"
"AAB5E3CE","POLE MT",-105.4331,41.2272,2600,"RAWS","243917"
"3274A574","POTAWATOMI",-95.8539,39.3431,335,"RAWS","243918"
"D6805150","QUARRY TRAIL",-79.2161,40.1311,835,"RAWS","243920"
"3287C588","QUEEN",-104.6903,32.2036,1708,"RAWS","243921"
"3283733C","RACO",-84.8039,46.3581,229,"RAWS","243922"
"3269E286","RAVEN KNOB (",-80.8569,36.4756,396,"RAWS","243923"
"328D345E","RED CREEK",-104.9978,38.2072,1793,"RAWS","243924"
"DF10036A","REDDEN",-75.4153,38.7417,15,"RAWS","243925"
"3335E6FA","REDSTONE",-105.2269,40.5708,1878,"RAWS","243926"
"8379067E","RICE LAKE NW",-93.2875,46.5372,361,"RAWS","243927"
"FF10245C","RINGWOOD",-74.2403,41.1181,173,"RAWS","243928"
"5370856E","ROME (SARATO",-89.8100,44.2567,266,"RAWS","243929"
"88427412","ROUND PRAIRI",-96.3656,31.2956,100,"RAWS","243930"
"3287439C","SABINE SOUTH",-93.8386,31.2803,44,"RAWS","243931"
"8378E776","SAND DUNES",-105.5108,37.7267,2523,"RAWS","243932"
"83794574","SAND LAKE",-99.4108,45.8778,619,"RAWS","243933"
"8379E58C","SANTEE NWR",-80.4414,33.5575,24,"RAWS","243934"
"FA665084","SAWMILL RIDG",-78.7847,38.1000,634,"RAWS","243935"
"FA40F15C","SCOTTS BLUFF",-103.7081,41.8294,1288,"RAWS","243937"
"837643E6","SENEY",-85.9428,46.2403,274,"RAWS","243938"
"329286DC","SHADOW RIM",-111.2831,34.4058,1690,"RAWS","243939"
"AAB716BE","SHARPNOSE",-108.6107,42.9489,1693,"RAWS","243940"
"614026FC","SHAWNEE",-83.1969,38.6950,326,"RAWS","243941"
"FD10346E","SHIMEK STATE",-91.7244,40.6475,198,"RAWS","243942"
"5214B65E","SHO-PAI",-116.2130,42.0182,1639,"RAWS","243943"
"3335B686","SILVER CREEK",-83.5997,44.3764,215,"RAWS","243944"
"AAC3A5A6","SMITH PEAK (",-120.1008,37.8005,1180,"RAWS","243946"
"3291D1AE","SOUTH FORK J",-110.4064,46.7228,1920,"RAWS","243949"
"FA634432","SOUTHERN ROU",-94.3461,30.5447,30,"RAWS","243950"
"328A40FA","SOUTHFORK",-115.9897,45.8903,1393,"RAWS","243951"
"323A5244","SPOTTED BEAR",-113.5247,47.9239,1135,"RAWS","243952"
"FA65A70E","STAFFORD",-81.4294,30.9172,8,"RAWS","243953"
"FD1042FE","STEPHENS STA",-93.4764,40.9950,293,"RAWS","243954"
"32B14522","STILLY HOLLO",-87.9511,36.5128,177,"RAWS","243955"
"3293B1BC","STONY FORK",-81.1786,37.0111,774,"RAWS","243956"
"326E25AC","SUMMER LAKE",-120.7528,42.7219,1550,"RAWS","243959"
"FA63812C","TALLGRASS PR",-96.5606,38.4350,375,"RAWS","243960"
"FF1052CC","TEETERTOWN",-74.8586,40.7492,310,"RAWS","243962"
"CA28B29C","TONNER CANYO",-117.8222,33.9475,408,"RAWS","243963"
"AAAA8724","TUCKAHOE",-75.9356,38.9458,15,"RAWS","243964"
"327EB750","TUSKEGEE",-85.5556,32.4836,155,"RAWS","243967"
"3288F680","TUSQUITEE",-84.1267,35.0747,305,"RAWS","243968"
"CA52169A","TWISSELMAN",-119.8233,35.3625,985,"RAWS","243969"
"9000958E","UPPER TRACT",-79.2772,38.8167,520,"RAWS","243971"
"0800D5AA","WAKEFIELD",-89.8267,46.4403,366,"RAWS","243974"
"62504662","WANAKENA",-74.9000,44.1667,457,"RAWS","243975"
"328346A6","WATERSMEET",-89.1700,46.2689,489,"RAWS","243976"
"5370669C","WAUTOMA",-89.2922,44.0561,241,"RAWS","243977"
"31011670","WAYCROSS",-82.4014,31.2467,42,"RAWS","243978"
"FF106756","WOODBINE",-74.8039,39.2300,13,"RAWS","243979"
"5370037A","WOODRUFF",-89.6511,45.8872,494,"RAWS","243980"
"CA51E110","WOODY",-118.8325,35.7061,485,"RAWS","243981"
"32D6D046","WVU RESEARCH",-79.7719,39.6769,695,"RAWS","243983"
"3910C6BE","YALLABUSHA",-89.7967,33.9858,113,"RAWS","243984"
"AAB05780","YANKEE FLAT",-113.1411,46.1627,1829,"RAWS","243985"
"FA41A3DA","YELLOW CREEK",-83.6961,36.6036,332,"RAWS","243986"
"FD105188","YELLOW RIVER",-91.2442,43.1739,199,"RAWS","243987"
"AAC0A2A8","YTC-RC",-120.3473,46.6752,613,"RAWS","243988"
"32B73DAE","ORANGEBURG",-80.8414,33.5458,98,"RAWS","243990"
"EEE00682","MONTECITO #2",-119.6261,34.4450,113,"RAWS","243991"
"FA64906E","PRINCE WILLI",-77.3711,38.5644,61,"RAWS","243992"
"KY-CK-8","WINCHESTER 1",-84.1941,37.9839,291,"COCORAHS","243997"
"MO-MD-10","ROCKY COMFOR",-94.0883,36.7344,407,"COCORAHS","244021"
"FL-PN-108","ST. PETERSBU",-82.6258,27.8126,2,"COCORAHS","244053"
"AR-ML-20","FOUKE 2.6 N",-93.8901,33.2982,96,"COCORAHS","244076"
"FL-HY-11","LABELLE 1.5",-81.4159,26.7672,6,"COCORAHS","244080"
"NM-SN-149","PLACITAS 1.6",-106.4385,35.3269,1728,"COCORAHS","244088"
"PA-MT-125","AMBLER 0.4 N",-75.2164,40.1607,84,"COCORAHS","244090"
"MO-FSA-131B","IBERIA 4.1 S",-92.2901,38.0301,272,"COCORAHS","244112"
"OR-DS-66","BEND 1.4 NW",-121.3274,44.0825,1268,"COCORAHS","244117"
"WA-KG-272","SEATTLE 4.9",-122.2677,47.5493,79,"COCORAHS","244120"
"WI-BY-31","BAYFIELD 1.2",-90.8217,46.8295,357,"COCORAHS","244182"
"TX-CLL-105","NEVADA 2.0 W",-96.4037,33.0488,173,"COCORAHS","244196"
"TX-EP-136","EL PASO 4.6",-106.5063,31.8189,1349,"COCORAHS","244216"
"TX-EL-65","MIDLOTHIAN 3",-96.9470,32.4921,228,"COCORAHS","244234"
"SC-CR-229","MOUNT PLEASA",-79.8558,32.7844,3,"COCORAHS","244235"
"NH-ST-49","BARRINGTON 3",-71.1205,43.2155,160,"COCORAHS","244237"
"CAN-ON-848","NAIRN CENTRE",-81.4680,46.3260,242,"COCORAHS","244273"
"TX-LE-22","LEXINGTON 9.",-97.1586,30.3757,150,"COCORAHS","244336"
"KGNG","GOODING MUNI",-114.7652,42.9172,1137,"ASOS","244377"
"NJ-OC-92","TOMS RIVER T",-74.2260,39.9681,14,"COCORAHS","244397"
"TX-TV-376","LAKEWAY 4.0",-97.9320,30.4074,252,"COCORAHS","244433"
"TX-CML-243","NEW BRAUNFEL",-98.2831,29.8058,400,"COCORAHS","244452"
"GA-UN-13","BLAIRSVILLE",-83.9945,34.9184,637,"COCORAHS","244492"
"FL-MA-43","DESOTO LAKES",-82.4634,27.4273,11,"COCORAHS","244515"
"AURS2","AURORA",-96.6735,44.3099,506,"SD_MESONET","244561"
"BSNS2","BISON",-102.4694,45.5183,847,"SD_MESONET","244564"
"BTCS2","BALTIC",-96.6832,43.7318,470,"SD_MESONET","244565"
"BWLS2","BOWDLE",-99.6729,45.4388,599,"SD_MESONET","244567"
"CLRS2","LAKE COCHRAN",-96.4802,44.7154,517,"SD_MESONET","244568"
"CPTS2","CAPUTA",-103.0008,44.0008,892,"SD_MESONET","244569"
"CTNS2","COLTON",-96.8897,43.7687,490,"SD_MESONET","244570"
"EDTS2","EDGEMONT",-103.9720,43.4739,1129,"SD_MESONET","244573"
"EGBS2","EAGLE BUTTE",-101.2530,44.9875,743,"SD_MESONET","244574"
"FLKS2","FAULKTON",-99.1134,45.0292,480,"SD_MESONET","244575"
"FLNS2","FLANDREAU",-96.5847,44.0870,495,"SD_MESONET","244576"
"GOTS2","GROTON",-98.0302,45.5735,398,"SD_MESONET","244577"
"GTBS2","GETTYSBURG",-99.9537,44.9895,629,"SD_MESONET","244578"
"HMLS2","HAMILL",-99.7121,43.5938,568,"SD_MESONET","244580"
"JWLS2","JEWEL CAVE",-103.8278,43.7343,1726,"SD_MESONET","244581"
"LLAS2","LEOLA",-98.9314,45.7167,480,"SD_MESONET","244582"
"LMNS2","LEMMON",-102.1081,45.9189,784,"SD_MESONET","244583"
"MATS2","MARTIN",-101.7162,43.1672,1006,"SD_MESONET","244584"
"MCTS2","MCINTOSH",-101.3448,45.9154,690,"SD_MESONET","244585"
"MHTS2","MCLAUGHLIN",-100.7805,45.7963,611,"SD_MESONET","244586"
"NISS2","NISLAND",-103.5603,44.6782,886,"SD_MESONET","244587"
"OAKS2","OAK LAKE",-96.5302,44.5073,575,"SD_MESONET","244589"
"OCMS2","OACOMA",-99.4157,43.7982,440,"SD_MESONET","244590"
"ORRS2","ORAL",-103.2810,43.3784,962,"SD_MESONET","244592"
"PRFS2","DAKOTA LAKES",-100.0063,44.2912,455,"SD_MESONET","244593"
"PSTS2","PARKSTON",-97.9928,43.3841,430,"SD_MESONET","244594"
"RDFS2","REDFIELD",-98.5289,44.8579,397,"SD_MESONET","244595"
"RBMS2","ROSEBUD",-100.7205,43.2000,856,"SD_MESONET","244596"
"SFSS2","SIOUX FALLS",-96.7623,43.5048,428,"SD_MESONET","244597"
"SFWS2","SF LANDFILL",-96.9218,43.5033,491,"SD_MESONET","244598"
"SHSS2","SOUTH SHORE",-97.1025,45.1054,565,"SD_MESONET","244599"
"TIMS2","TIMBER LAKE",-101.0850,45.4166,669,"SD_MESONET","244601"
"UNIS2","UNION CENTER",-102.6709,44.5664,894,"SD_MESONET","244602"
"VGAS2","VOLGA",-96.9188,44.3040,501,"SD_MESONET","244604"
"WEBS2","WEBSTER",-97.5154,45.2932,564,"SD_MESONET","244605"
"WRIS2","WHITE RIVER",-100.7423,43.5586,653,"SD_MESONET","244606"
"WTES2","WHITE LAKE",-98.6936,43.7373,501,"SD_MESONET","244607"
"ATRS2","ANTELOPE",-103.2888,45.5193,884,"SD_MESONET","244610"
"UT-BE-18","PARK VALLEY",-113.4143,41.8201,1742,"COCORAHS","244613"
"OH-LC-34","NEWARK 0.3 E",-82.4178,40.0678,262,"COCORAHS","244667"
"TX-GS-76","FREDERICKSBU",-98.7492,30.2554,483,"COCORAHS","244747"
"TX-KN-146","BOERNE 8.1 E",-98.6100,29.8439,435,"COCORAHS","244753"
"TX-KR-108","KERRVILLE 5.",-99.2191,30.0144,617,"COCORAHS","244754"
"DNWLS","Wilson Commo",-119.8340,39.2670,1539,"MESOWEST","244793"
"DNLEM","Lemmon Valle",-119.8660,39.6270,1532,"MESOWEST","244798"
"DNKAW","Kawich Peak",-116.4500,37.9550,2768,"MESOWEST","244803"
"DNMOG","Mogul Park",-119.9380,39.5150,1491,"MESOWEST","244806"
"DACFB","Bootlegger",-109.2830,31.8960,2765,"MESOWEST","244807"
"FL-SR-27","PACE 3.4 NNW",-87.1849,30.6438,43,"COCORAHS","244844"
"OH-RC-14","MANSFIELD 7.",-82.3898,40.7839,314,"COCORAHS","244957"
"RI-WS-69","EXETER 3.9 S",-71.5347,41.5190,84,"COCORAHS","244961"
"RI-WS-71","WAKEFIELD-PE",-71.5685,41.3939,18,"COCORAHS","244963"
"WI-CT-9","HILBERT 5.9",-88.2710,44.1119,287,"COCORAHS","244984"
"CO-EP-443","PEYTON 6.8 W",-104.5927,38.9863,2176,"COCORAHS","244993"
"NM-BR-374","ALBUQUERQUE",-106.5419,35.1694,1697,"COCORAHS","244994"
"MA-HS-45","WESTHAMPTON",-72.7742,42.3018,186,"COCORAHS","245007"
"TX-PC-22","FORT STOCKTO",-102.9477,30.9184,906,"COCORAHS","245037"
"PA-NH-21","EASTON 4.2 W",-75.3008,40.6802,118,"COCORAHS","245044"
"WA-SP-73","OTIS ORCHARD",-117.1351,47.7289,672,"COCORAHS","245081"
"TX-BZS-117","COLLEGE STAT",-96.2000,30.5373,73,"COCORAHS","245109"
"TX-GM-11","NAVASOTA 9.7",-96.0418,30.2547,75,"COCORAHS","245113"
"VA-BD-31","MONTVALE 0.4",-79.7323,37.3905,321,"COCORAHS","245121"
"RI-PR-108","EAST PROVIDE",-71.3658,41.7889,34,"COCORAHS","245129"
"MA-FR-38","SHUTESBURY 2",-72.4340,42.4156,334,"COCORAHS","245135"
"CT-NL-60","WATERFORD 1.",-72.1435,41.3562,27,"COCORAHS","245144"
"TX-BRL-11","CALDWELL 1.8",-96.6809,30.5473,117,"COCORAHS","245166"
"NM-BR-376","CEDAR CREST",-106.3583,35.1494,2142,"COCORAHS","245202"
"IA-DB-23","DUBUQUE 1.0",-90.6740,42.4950,265,"COCORAHS","245207"
"TX-GM-12","ANDERSON 5.1",-95.9112,30.4662,104,"COCORAHS","245232"
"RI-NW-32","PORTSMOUTH 5",-71.2284,41.5276,13,"COCORAHS","245234"
"WA-MS-33","SHELTON 0.6",-123.1149,47.2094,66,"COCORAHS","245251"
"NM-BR-379","TIJERAS 6.1",-106.2673,35.0876,2092,"COCORAHS","245260"
"RI-WS-77","KINGSTON 0.7",-71.5368,41.4698,65,"COCORAHS","245282"
"ND-WR-24","BERTHOLD 3.5",-101.7048,48.2688,640,"COCORAHS","245316"
"NJ-CD-19","VINELAND 3.1",-75.0518,39.4808,40,"COCORAHS","245328"
"CT-WN-25","STERLING 2.6",-71.8354,41.7454,184,"COCORAHS","245356"
"WI-OZ-23","CEDARBURG 1.",-87.9950,43.2801,238,"COCORAHS","245384"
"MN-RM-130","SAINT PAUL 5",-93.0066,44.9216,298,"COCORAHS","245389"
"RI-WS-80","SOUTH KINGST",-71.5964,41.4164,35,"COCORAHS","245423"
"OK-CD-26","APACHE 4.5 N",-98.3911,34.9535,418,"COCORAHS","245464"
"CO-TL-39","WOODLAND PAR",-105.0588,39.0230,2577,"COCORAHS","245470"
"MO-SS-48","ST. PETERS 4",-90.6872,38.7687,178,"COCORAHS","245480"
"MA-MD-192","AYER 0.4 SSE",-71.5824,42.5561,76,"COCORAHS","245508"
"IL-KD-107","YORKVILLE 2.",-88.4635,41.6694,196,"COCORAHS","245513"
"WI-RL-9","CAZENOVIA 4.",-90.2298,43.4662,310,"COCORAHS","245594"
"CO-LR-1262","FORT COLLINS",-105.1111,40.5668,1548,"COCORAHS","245596"
"OH-AD-6","PEEBLES 4.2",-83.4146,39.0075,237,"COCORAHS","245597"
"WI-CH-17","CHIPPEWA FAL",-91.3167,44.9991,288,"COCORAHS","245635"
"GA-CE-52","WOODSTOCK 7.",-84.3916,34.1299,340,"COCORAHS","245641"
"IL-CK-358","BURR RIDGE 1",-87.9040,41.7585,208,"COCORAHS","245704"
"OH-ER-48","VERMILION 6.",-82.4127,41.3603,223,"COCORAHS","245718"
"OH-CH-17","ST PARIS 2.8",-83.9217,40.1570,339,"COCORAHS","245761"
"DPO","DEVILS POSTP",-119.0847,37.6294,2307,"CDEC","245762"
"GA-JN-7","GRAY 0.3 SW",-83.5396,33.0051,179,"COCORAHS","245781"
"CO-AR-396","CENTENNIAL 1",-104.9018,39.5930,1719,"COCORAHS","245787"
"IN-KS-66","MILFORD 2.7",-85.8736,41.3767,256,"COCORAHS","245828"
"OH-FR-127","BEXLEY 1.0 N",-82.9355,39.9788,247,"COCORAHS","245885"
"MN-GH-43","ZUMBROTA 0.2",-92.6782,44.2952,302,"COCORAHS","245898"
"NC-CH-56","CHAPEL HILL",-79.1033,35.8586,183,"COCORAHS","245920"
"IL-MCH-101","CRYSTAL LAKE",-88.3588,42.2147,276,"COCORAHS","245928"
"MS-JN-7","LAUREL 7.6 E",-89.0153,31.6989,80,"COCORAHS","245932"
"TX-BEL-82","MORGAN'S POI",-97.4559,31.1628,196,"COCORAHS","245961"
"NC-CM-101","FAYETTEVILLE",-78.9386,35.0558,85,"COCORAHS","246005"
"IL-SG-66","SPRINGFIELD",-89.6149,39.7603,180,"COCORAHS","246046"
"GA-DG-9","EASTMAN 4.5",-83.2568,32.1998,113,"COCORAHS","246062"
"NV-WH-172","RENO 5.7 ESE",-119.7312,39.4972,1340,"COCORAHS","246075"
"MN-DD-18","MANTORVILLE",-92.7411,44.0517,375,"COCORAHS","246103"
"TX-WM-301","FLORENCE 5.9",-97.8902,30.8242,341,"COCORAHS","246200"
"CA-LA-113","HIDDEN HILLS",-118.5577,34.1862,235,"COCORAHS","246204"
"SD-LN-34","HARRISBURG 0",-96.6895,43.4415,436,"COCORAHS","246206"
"MI-CN-21","SPRINGFIELD",-85.2472,42.3278,269,"COCORAHS","246264"
"IL-RI-24","TAYLOR RIDGE",-90.6666,41.4031,232,"COCORAHS","246280"
"GA-JK-4","MIDVILLE 6.6",-82.1303,32.7862,56,"COCORAHS","246314"
"PA-MT-133","WILLOW GROVE",-75.1026,40.1447,104,"COCORAHS","246325"
"NC-FR-51","CLEMMONS 1.0",-80.3694,36.0215,257,"COCORAHS","246330"
"TN-MY-33","COLUMBIA 6.6",-86.9912,35.7063,216,"COCORAHS","246343"
"WI-WK-97","MENOMONEE FA",-88.1178,43.1096,266,"COCORAHS","246370"
"WI-MW-77","GREENDALE 1.",-88.0252,42.9485,221,"COCORAHS","246382"
"CAN-ON-860","ELIZABETHVIL",-78.4572,44.0244,169,"COCORAHS","246409"
"WI-WK-106","OCONOMOWOC L",-88.4489,43.0732,274,"COCORAHS","246424"
"MN-WR-84","OTSEGO 3.8 W",-93.6873,45.2940,290,"COCORAHS","246434"
"WI-DL-23","RIPON 2.1 S",-88.8352,43.8155,304,"COCORAHS","246477"
"VA-RN-25","ROANOKE 5.7",-80.0192,37.2113,383,"COCORAHS","246498"
"SC-HR-134","CONWAY 4.5 S",-78.9973,33.8013,13,"COCORAHS","246502"
"WY-PK-45","POWELL 24.2",-109.1700,44.9500,1345,"COCORAHS","246520"
"IL-FL-16","FAIRVIEW 2.0",-90.1626,40.6312,228,"COCORAHS","246523"
"IN-HM-89","NOBLESVILLE",-85.9298,40.0872,245,"COCORAHS","246533"
"NM-SF-185","LOS CERRILLO",-106.0486,35.4285,1849,"COCORAHS","246588"
"TX-HYS-244","DRIPPING SPR",-98.0017,30.2032,373,"COCORAHS","246589"
"WI-BT-23","WEBSTER 4.4",-92.2729,45.8920,303,"COCORAHS","246592"
"WI-SB-31","SHEBOYGAN 3.",-87.7463,43.6991,205,"COCORAHS","246600"
"MN-PK-24","CROOKSTON 8.",-96.4177,47.7711,297,"COCORAHS","246622"
"MN-WG-112","MAHTOMEDI 0.",-92.9545,45.0594,302,"COCORAHS","246631"
"SC-SP-116","LYMAN 1.2 NW",-82.1364,34.9654,0,"COCORAHS","246824"
"MN-IT-41","GRAND RAPIDS",-93.4688,47.1496,404,"COCORAHS","246833"
"OH-RC-15","LEXINGTON 1.",-82.5614,40.6859,0,"COCORAHS","246875"
"FL-BW-161","PEMBROKE PIN",-80.3408,26.0198,2,"COCORAHS","246880"
"GA-CQ-12","MOULTRIE 9.1",-83.8799,31.2588,106,"COCORAHS","246893"
"NC-NH-90","SILVER LAKE",-77.9304,34.1564,8,"COCORAHS","246920"
"LA-IV-7","ST GABRIEL 4",-91.0709,30.3168,4,"COCORAHS","246923"
"KU52","BEAVER MUNIC",-112.6754,38.2307,1787,"ASOS","246941"
"OK-RG-22","OWASSO 3.6 N",-95.8016,36.3247,220,"COCORAHS","246961"
"TX-BEL-88","TEMPLE 3.4 S",-97.3916,31.0554,178,"COCORAHS","246968"
"MA-NF-73","FOXBOROUGH 3",-71.1889,42.0628,62,"COCORAHS","246979"
"PA-AD-74","ABBOTTSTOWN",-76.9895,39.9131,154,"COCORAHS","246987"
"LA-BS-26","BENTON 4.7 S",-93.7352,32.6234,54,"COCORAHS","247045"
"IL-CE-12","MATTOON 0.5",-88.3761,39.4809,223,"COCORAHS","247063"
"IL-CP-145","URBANA 1.6 E",-88.1802,40.0963,219,"COCORAHS","247324"
"TX-RT-5","FRANKLIN 1.7",-96.5137,31.0183,126,"COCORAHS","247345"
"NY-BM-55","VESTAL 0.1 S",-76.0543,42.0843,256,"COCORAHS","247351"
"NC-BR-104","CAROLINA SHO",-78.5648,33.9236,16,"COCORAHS","247354"
"NY-YT-12","PENN YAN 5.1",-77.0779,42.7327,335,"COCORAHS","247357"
"TX-BXR-468","HELOTES 6.7",-98.7442,29.4813,308,"COCORAHS","247363"
"IN-AL-99","FORT WAYNE 1",-85.1410,41.2241,264,"COCORAHS","247398"
"MD-HR-35","BEL AIR 2.5",-76.3246,39.5667,120,"COCORAHS","247405"
"CO-PU-144","PUEBLO 6.3 S",-104.6604,38.2122,1504,"COCORAHS","247414"
"AZ-MR-589","CAVE CREEK 9",-112.1185,33.8038,523,"COCORAHS","247473"
"NM-SF-186","SANTA FE 2.3",-105.9301,35.6522,2164,"COCORAHS","247478"
"TX-KR-110","KERRVILLE 3.",-99.1166,29.9910,483,"COCORAHS","247627"
"AL-ET-8","GADSDEN 5.1",-85.9385,34.0489,166,"COCORAHS","247633"
"TX-WO-71","LA VERNIA 4.",-98.1579,29.3020,193,"COCORAHS","248124"
"MD-MG-139","ROCKVILLE 3.",-77.0948,39.0726,110,"COCORAHS","248279"
"CO-BR-54","BROOMFIELD 2",-105.0223,39.9256,1591,"COCORAHS","248302"
"AZ-PM-416","TUCSON 14.6",-111.1179,32.3490,670,"COCORAHS","248346"
"TX-GM-13","BEDIAS 4.3 N",-95.9795,30.8374,80,"COCORAHS","248368"
"CA-MN-6","MONO CITY 1.",-119.1660,38.0197,2070,"COCORAHS","248405"
"DNCSP","Cold Springs",-119.9778,39.6764,1533,"MESOWEST","248426"
"NM-MK-24","PREWITT 5.5",-108.0216,35.4400,2174,"COCORAHS","248448"
"DNMOA","Moapa Valley",-114.4590,36.5700,402,"MESOWEST","248451"
"CAN-NB-156","HARVEY 3.8 N",-67.0263,45.7598,144,"COCORAHS","248460"
"NM-CB-27","GRANTS 1.6 N",-107.8175,35.1697,1988,"COCORAHS","248468"
"DUCFO","Fort Ord",-121.7770,35.6820,0,"MESOWEST","248473"
"WI-SR-10","HAYWARD 3.8",-91.4026,46.0192,415,"COCORAHS","248530"
"TX-BRT-136","GRANITE SHOA",-98.3639,30.5850,263,"COCORAHS","248601"
"GA-CQ-13","MOULTRIE 1.4",-83.7585,31.1849,96,"COCORAHS","250407"
"AL-JF-76","MORRIS 4.1 E",-86.7333,33.7501,170,"COCORAHS","250408"
"NC-MK-109","HUNTERSVILLE",-80.8404,35.4063,247,"COCORAHS","250448"
"OH-WD-26","WAYNE 0.3 ES",-83.4670,41.3002,211,"COCORAHS","250479"
"NM-SC-68","SOCORRO 1.9",-106.8795,34.0728,1402,"COCORAHS","250524"
"CAN-ON-886","LONDON 2.6 S",-81.2281,42.9636,265,"COCORAHS","250635"
"CAN-BC-100","GLADE 0.8 NN",-117.5307,49.4029,482,"COCORAHS","250638"
"PA-AD-75","GETTYSBURG 1",-77.2196,39.8448,155,"COCORAHS","250694"
"MI-ET-17","LANSING 3.3",-84.6144,42.7276,272,"COCORAHS","250698"
"TX-CML-254","NEW BRAUNFEL",-98.1406,29.7079,196,"COCORAHS","250723"
"NM-SN-154","RIO RANCHO 4",-106.7129,35.3209,1738,"COCORAHS","250724"
"IL-HN-9","SUTTER 2.2 S",-91.3502,40.2463,230,"COCORAHS","250742"
"MI-OK-129","ROCHESTER HI",-83.1671,42.6877,263,"COCORAHS","250754"
"NC-FR-53","RURAL HALL 2",-80.2615,36.2105,274,"COCORAHS","250781"
"OH-UN-18","MARYSVILLE 6",-83.2680,40.2727,302,"COCORAHS","250791"
"FL-OR-72","UNION PARK 3",-81.1932,28.5381,31,"COCORAHS","250804"
"NC-NH-99","WILMINGTON 2",-77.8699,34.1901,10,"COCORAHS","250820"
"AL-JF-77","PINSON 6.1 N",-86.6122,33.7538,284,"COCORAHS","250823"
"SC-BF-112","ST HELENA IS",-80.5275,32.4078,6,"COCORAHS","250828"
"NM-BR-388","ALBUQUERQUE",-106.6149,35.1012,1560,"COCORAHS","250858"
"WI-LC-28","LA CROSSE 1.",-91.2235,43.8090,206,"COCORAHS","250860"
"OH-FF-40","THORNVILLE 4",-82.4289,39.8325,325,"COCORAHS","250879"
"FL-HB-168","CARROLLWOOD",-82.5587,28.0700,12,"COCORAHS","250894"
"CAN-ON-895","MEAFORD 10.7",-80.6953,44.5349,0,"COCORAHS","250924"
"KS-SA-56","SALINA 4.4 S",-97.5657,38.7672,389,"COCORAHS","250931"
"NM-SC-69","SAN ANTONIO",-106.8787,33.9000,1401,"COCORAHS","250974"
"CA-SD-221","SAN DIEGO 6.",-117.1141,32.7219,57,"COCORAHS","250988"
"NM-BR-390","ALBUQUERQUE",-106.6519,35.1386,1517,"COCORAHS","251004"
"NM-GR-109","LAKE ROBERTS",-108.1677,33.0300,1870,"COCORAHS","251102"
"WA-CK-62","BRUSH PRAIRI",-122.4249,45.7548,183,"COCORAHS","251140"
"IL-WL-175","JOLIET 0.7 W",-88.1360,41.5299,194,"COCORAHS","251159"
"KS-RN-72","HUTCHINSON 2",-97.9410,38.0876,472,"COCORAHS","251182"
"NC-MR-44","PINEHURST 4.",-79.4181,35.2372,110,"COCORAHS","251185"
"ID-FK-2","PRESTON 0.6",-111.8866,42.0971,1439,"COCORAHS","251188"
"NM-BR-394","ALBUQUERQUE",-106.5544,35.1331,1648,"COCORAHS","251189"
"11H99S","POWDER MOUNT",-111.7667,41.3743,2592,"SNOTEL","251223"
"AL-MN-7","MEXIA 0.4 S",-87.3872,31.5012,128,"COCORAHS","251288"
"CO-LR-1276","FORT COLLINS",-105.0552,40.4882,1512,"COCORAHS","251357"
"NY-AB-66","ALTAMONT 3.5",-74.0894,42.7379,254,"COCORAHS","251366"
"OR-JS-36","CAVE JUNCTIO",-123.6403,42.1718,424,"COCORAHS","251378"
"LA-CT-4","JONESVILLE 6",-91.8413,31.7205,18,"COCORAHS","251398"
